filename,lineno,func,prim_calls,total_calls,tottime,cumtime
iostream.py,577,_flush_buffer,1,1,6.8720000000000004e-06,3.4114e-05
iostream.py,198,closed,1,1,2.65e-07,2.65e-07
iostream.py,202,schedule,1,1,1.1289000000000002e-05,7.6988e-05
iostream.py,221,_really_send,1,1,1.5217e-05,0.0017125100000000002
zmqstream.py,533,sending,2,2,3.8740000000000005e-06,1.9200000000000003e-05
zmqstream.py,547,_run_callback,2,2,1.5607e-05,0.0018511600000000001
zmqstream.py,654,_rebuild_io_state,2,2,1.3822e-05,0.0001229
iostream.py,107,_handle_event,2,2,1.3477000000000002e-05,0.0017959610000000002
zmqstream.py,677,_update_handler,2,2,6.327000000000001e-06,7.4641e-05
jsonutil.py,39,_ensure_tzinfo,2,2,1.616e-06,1.616e-06
zmqstream.py,529,receiving,4,4,2.886e-06,2.886e-06
~,0,<method 'disable' of '_lsprof.Profiler' objects>,1,1,0.000186219,0.000186219
session.py,672,sign,1,1,1.08e-06,3.216e-06
session.py,273,msg_header,1,1,4.018e-06,5.3169000000000005e-05
ioloop.py,541,time,2,2,3.4600000000000003e-06,5.8410000000000005e-06
ioloop.py,596,call_later,1,1,4.513000000000001e-06,5.6074000000000006e-05
session.py,97,json_packer,4,4,1.0009e-05,0.000132955
queue.py,209,_qsize,2,2,1.452e-06,2.848e-06
ioloop.py,742,_run_callback,1,1,6.105e-06,0.00047936100000000003
session.py,599,msg_id,1,1,6.7140000000000004e-06,1.1139000000000001e-05
session.py,280,extract_header,1,1,5.745e-06,5.925e-06
session.py,201,utcnow,1,1,7.610000000000001e-06,4.6266e-05
session.py,643,msg_header,1,1,4.267e-06,7.1838e-05
attrsettr.py,66,_get_attr_opt,4,4,8.1668e-05,9.680700000000001e-05
queue.py,97,empty,2,2,1.1415e-05,1.5326000000000002e-05
session.py,646,msg,1,1,9.993e-06,9.1944e-05
events.py,111,__init__,1,1,4.6910000000000005e-06,1.559e-05
threading.py,601,is_set,1,1,4.04e-07,4.04e-07
selectors.py,275,_key_from_fd,2,2,3.322e-06,3.322e-06
base_events.py,543,_check_closed,1,1,5.870000000000001e-07,5.870000000000001e-07
traitlets.py,2373,validate,1,1,3.097e-06,4.459e-06
base_events.py,1907,_add_callback,2,2,7.856e-06,9.931e-06
traitlets.py,689,__get__,14,14,1.1696000000000001e-05,2.4057e-05
base_events.py,738,time,5,5,1.2493e-05,2.5303e-05
base_events.py,2017,get_debug,1,1,1.66e-07,1.66e-07
base_events.py,747,call_later,1,1,4.52e-06,3.4139e-05
encoder.py,183,encode,4,4,1.3412000000000001e-05,9.816100000000001e-05
traitlets.py,720,__set__,1,1,4.6130000000000006e-06,3.2159e-05
typing.py,1492,__subclasscheck__,2,2,7.643000000000001e-06,2.5215e-05
events.py,36,__init__,1,1,9.411e-06,1.0899e-05
__init__.py,183,dumps,4,4,1.8332e-05,0.000118658
encoder.py,105,__init__,4,4,2.165e-06,2.165e-06
traitlets.py,731,_validate,1,1,7.0300000000000005e-06,2.213e-05
typing.py,2187,cast,3,3,4.49e-07,4.49e-07
threading.py,1155,_wait_for_tstate_lock,1,1,2.832e-06,4.237e-06
typing.py,392,inner,6,6,3.4112e-05,6.4527e-05
typing.py,1285,__hash__,4,4,2.8381e-05,3.0415000000000003e-05
typing.py,1221,__instancecheck__,2,2,8.311e-06,3.3526000000000004e-05
~,0,<built-in method _contextvars.copy_context>,1,1,1.322e-06,1.322e-06
threading.py,1222,is_alive,1,1,5.733e-06,1.0374000000000001e-05
enum.py,1543,_get_value,42,42,3.8774000000000005e-05,6.0479e-05
enum.py,1550,__or__,8,8,3.1965e-05,7.830200000000001e-05
enum.py,1561,__and__,6,6,2.6672e-05,6.822100000000001e-05
enum.py,720,__call__,20,20,2.758e-05,4.6531000000000006e-05
