caller_file,caller_line,caller_func,callee_file,callee_line,callee_func,calls,edge_tottime_approx,edge_cumtime_approx,callee_tottime_total,callee_cumtime_total
numeric.py,1437,moveaxis,~,0,<method 'insert' of 'list' objects>,2,2.0790000000000003e-06,2.0790000000000003e-06,2.0790000000000003e-06,2.0790000000000003e-06
session.py,687,serialize,~,0,<method 'extend' of 'list' objects>,1,5.380000000000001e-07,5.380000000000001e-07,7.95e-07,7.95e-07
session.py,751,send,~,0,<method 'extend' of 'list' objects>,1,2.5700000000000004e-07,2.5700000000000004e-07,7.95e-07,7.95e-07
session.py,97,json_packer,~,0,<method 'encode' of 'str' objects>,4,4.813e-06,4.813e-06,4.813e-06,4.813e-06
jsonutil.py,108,json_default,~,0,<method 'replace' of 'str' objects>,2,2.517e-06,2.517e-06,2.517e-06,2.517e-06
configuration_recovery.py,59,recover_configurations,~,0,<method 'join' of 'str' objects>,35465,0.241301479,0.5848560270000001,0.241302978,0.5848575260000001
encoder.py,183,encode,~,0,<method 'join' of 'str' objects>,4,1.4990000000000002e-06,1.4990000000000002e-06,0.241302978,0.5848575260000001
attrsettr.py,43,__getattr__,~,0,<method 'upper' of 'str' objects>,4,3.1220000000000003e-06,3.1220000000000003e-06,3.1220000000000003e-06,3.1220000000000003e-06
misc.py,702,check_sanity,~,0,<method 'startswith' of 'str' objects>,78,3.2589e-05,3.2589e-05,3.2589e-05,3.2589e-05
_arraysetops_impl.py,144,unique,~,0,<method 'format' of 'str' objects>,20,1.554e-05,1.554e-05,1.554e-05,1.554e-05
~,0,<built-in method builtins.issubclass>,<frozen abc>,121,__subclasscheck__,2,3.4600000000000003e-06,7.862e-06,3.4600000000000003e-06,7.862e-06
~,0,<built-in method builtins.isinstance>,<frozen abc>,117,__instancecheck__,36,3.7859000000000005e-05,0.000106428,4.0405000000000004e-05,0.000110853
fermion.py,149,diagonalize_fermionic_hamiltonian,<frozen abc>,117,__instancecheck__,1,2.5460000000000003e-06,4.425e-06,4.0405000000000004e-05,0.000110853
attrsettr.py,43,__getattr__,<frozen importlib._bootstrap>,1390,_handle_fromlist,4,1.2258e-05,1.6938e-05,1.2258e-05,1.6938e-05
linalg_helper.py,1466,_sort_elast,~,0,<built-in method builtins.abs>,30,0.000139629,0.000139629,0.000226846,0.000226846
linalg_helper.py,291,davidson1,~,0,<built-in method builtins.abs>,72,8.6712e-05,8.6712e-05,0.000226846,0.000226846
counts.py,45,bit_array_to_arrays,~,0,<built-in method builtins.abs>,1,5.05e-07,5.05e-07,0.000226846,0.000226846
linalg_helper.py,291,davidson1,~,0,<built-in method builtins.all>,36,4.0991e-05,4.0991e-05,4.0991e-05,4.0991e-05
_stride_tricks_impl.py,349,_broadcast_to,~,0,<built-in method builtins.any>,72,9.471700000000001e-05,0.00014386500000000002,0.000113485,0.000162633
_util.py,1203,wrapper,~,0,<built-in method builtins.any>,36,1.8768e-05,1.8768e-05,0.000113485,0.000162633
linalg_helper.py,291,davidson1,~,0,<built-in method builtins.callable>,78,2.6147000000000002e-05,2.6147000000000002e-05,2.6147000000000002e-05,2.6147000000000002e-05
attrsettr.py,43,__getattr__,~,0,<built-in method builtins.getattr>,4,7.764e-06,7.764e-06,0.18702515700000003,0.18702515700000003
fromnumeric.py,69,_wrapreduction,~,0,<built-in method builtins.getattr>,65882,0.142830323,0.142830323,0.18702515700000003,0.18702515700000003
addons.py,190,_convert,~,0,<built-in method builtins.getattr>,48,8.928400000000001e-05,8.928400000000001e-05,0.18702515700000003,0.18702515700000003
rdm.py,123,make_rdm12_spin1,~,0,<built-in method builtins.getattr>,6,3.372e-06,3.372e-06,0.18702515700000003,0.18702515700000003
rdm.py,91,make_rdm1_spin1,~,0,<built-in method builtins.getattr>,24,1.3617e-05,1.3617e-05,0.18702515700000003,0.18702515700000003
selected_ci.py,758,contract_2e,~,0,<built-in method builtins.getattr>,36,1.5802000000000002e-05,1.5802000000000002e-05,0.18702515700000003,0.18702515700000003
selected_ci.py,931,_as_SCIvector_if_not,~,0,<built-in method builtins.getattr>,18,4.7810000000000005e-06,4.7810000000000005e-06,0.18702515700000003,0.18702515700000003
selected_ci.py,893,_unpack,~,0,<built-in method builtins.getattr>,66,1.6808000000000002e-05,1.6808000000000002e-05,0.18702515700000003,0.18702515700000003
